Municipio,CodPonto,TipoRede,UGRHI,SEQID,SistHidrico,Coleta_Data,"1,1,1 - Tricloroetano","1,1,1,2 - Tetracloroetano","1,1,2 - Tricloroetano","1,1,2,2 - Tetracloroetano","1,1-Dicloro-1-Propeno","1,1-Dicloroetano","1,1-Dicloroeteno","1,2 Dicloroetano","1,2,3-Triclorobenzeno","1,2,3-Tricloropropano","1,2,4-Triclorobenzeno","1,2,4-Trimetilbenzeno","1,2-Dibromo-3-Cloropropano","1,2-Dibromoetano","1,2-Diclorobenzeno","1,2-Dicloropropano","1,3,5 Triclorobenzeno","1,3,5-Trimetilbenzeno","1,3-Diclorobenzeno","1,3-Dicloropropano","1,4-Diclorobenzeno",1-Cloro-2-Metilbenzeno,1-Cloro-4-Metilbenzeno,1-Metil-Naftaleno,"2,2-Dicloropropano",2-Clorotolueno,2-Metil-Naftaleno,4-Clorotolueno,Acenafteno,Acenaftileno,Alcalinidade Bicarbonato,Alcalinidade Carbonato,Alcalinidade Hidróxido,Alcalinidade Total,Alumínio Dissolvido,Alumínio Total,Antraceno,Arsênio Total,Benzeno,Benzo(a)antraceno,Benzo(a)pireno,Benzo(b)fluoranteno,"Benzo(g,h,i)perileno",Benzo(k)fluoranteno,Boro Total,Bromobenzeno,Bromoclorometano,Bromodiclorometano,Bromofórmio,Bário Total,Carbono Orgânico Dissolvido,Carbono Orgânico Total,Chumbo Total,Cilindrospermopsina,Cloreto Total,Cloreto de Metileno,Cloreto de vinila,Clorobenzeno,Cloroetano,Clorofila-a,Clorofórmio,Cobre Dissolvido,Cobre Total,Condutividade,Cor Verdadeira,Criseno,Crômio Total,Cádmio Total,Cálcio Total,"DBO (5, 20)",DQO,"Dibenzo(a,h)antraceno",Dibromoclorometano,Dibromometano,Dureza,Ens. Ecotoxic. c/ Vibrio fischeri,Escherichia coli**,Estireno,Etilbenzeno,Fenantreno,Fenóis Totais,Feofitina-a,Ferro Dissolvido,Ferro Total,Fluoranteno,Fluoreno,Fluoreto Total,Fósforo Total,Fósforo-Ortofosfato,Hexaclorobutadieno,"Indeno(1,2,3-cd)pireno",Isopropilbenzeno,Magnésio Total,Manganês Total,Mercúrio Total,Microcistinas,Naftaleno,Nitrogênio Amoniacal,Nitrogênio Kjeldahl,Nitrogênio-Nitrato,Nitrogênio-Nitrito,Níquel Total,Número de Células de Cianobactérias,Oxigênio Dissolvido,Pireno,Potencial de Formação de THM,Potássio,Profundidade da Coleta,Salinidade,Saxitoxina,Subst. Tensoat. reagem c/ Azul Metileno,Sulfato Total,Sódio,Sólido Dissolvido Total,Sólido Suspenso Total,Sólido Total,TA98 + S9,TA98 - S9,Temperatura da Água,Temperatura do Ar,Tetracloreto de Carbono,Tetracloroeteno,Tetracloroetileno,Tolueno,Tricloroeteno,Tricloroetileno,Triclorofluormetano,Turbidez,Zinco Total,"cis-1,2-Dicloroeteno","m,p-Xileno",n-Butilbenzeno,n-Propilbenzeno,o-Xileno,p-Isopropiltolueno,pH,sec-Butilbenzeno,terc-Butilbenzeno,"trans-1,2-Dicloroeteno",Óleos e Graxas
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,01/11/2017,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.05,,,0.05,,0.02,0.05,,,,,0.11,1.67,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,12.1,19.5,0.01,,656,2.5,2.5,2.5,,62.82,2.5,0.005,0.005,2600,,0.015,0.01,0.005,59,26,,0.015,2.5,10,332,81.9,510000,5,2.5,0.02,,6.42,0.32,1.24,0.02,0.02,0.45,0.91,,5,0.08,2.5,45,0.23,0.0002,,0.04,6.1,8.4,,0.01,0.01,,1,0.02,,24,,1.4,,1.04,106,494,1520,,1590,,,29.1,30.3,2,2.5,,2,2.5,,,87.3,0.024,2.5,5,2.5,2.5,2.5,2.5,7.04,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,03/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,6.06,,,11.1,,,,,,,,,180,,,,,,6,,,,,,,420000,,,,,,,,,,0.138,0.2,,,,,,,,,,1,1.2,0.45,0.039,,,5,,,,,1,,,16.1,,140,,178,,,26.9,29.3,,,,,,,,20.3,,,,,,,,8.37,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,05/02/2017,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,,0.05,0.12,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,4.76,8.06,0.01,,61.4,,,,,1.07,,0.005,0.005,386,,0.015,0.01,0.001,21.1,8,,0.015,,,77.4,81.9,160000,,10,0.02,,0.48,0.25,0.98,0.02,0.02,0.35,0.66,,,0.08,,6.03,0.12,0.001,,0.04,4.4,6.1,0.67,0.15,0.01,,1,0.02,,5.6,,1,,1.16,15.2,33.7,236,,242,,,23.4,22.5,,,,10,,,,7.57,0.01,,,,,10,,6.97,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,07/05/2017,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.06,,0.02,0.05,,,,,0.18,0.27,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,13.8,19.6,0.01,,66.2,,,,,11.76,,0.005,0.005,497,,0.015,0.01,0.001,39.9,21,,0.015,,,127,38.1,770000,,10,0.04,,1.71,0.34,0.52,0.02,0.02,0.55,1.01,,,0.08,,6.63,0.13,0.001,,0.1,8.7,10.1,0.1,0.01,0.01,,1,0.02,,8.02,,1,,2.68,29.8,40.1,290,,306,,,19.8,25.7,,,,10,,,,33.3,0.01,,,,,10,,7.05,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,09/05/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,17.2,,,79.5,,,,,,,,,562,,,,,,17,,,,,,,300000,,,,,,,,,,0.57,1.13,,,,,,,,,,9.5,10.3,0.1,0.01,,,1,,,,,1,,,14.8,,300,,328,,,22.3,24.4,,,,,,,,30.2,,,,,,,,7.08,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,11/08/2017,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.05,,,0.05,,0.02,0.05,,,,,0.082,0.19,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,9.08,15.5,0.01,,72.8,2.5,2.5,2.5,,6.01,7.84,0.005,0.005,614,,0.015,0.01,0.001,71.3,21,,0.015,2.5,10,209,81.9,730000,5,2.5,0.02,,1,0.37,0.8,0.02,0.02,0.55,0.84,,5,0.08,2.5,7.51,0.14,0.001,,0.03,9.3,10.9,0.1,0.01,0.01,,1,0.02,,8.88,,1,,1.96,34.2,53.4,350,,372,,,22,26.2,2,2.5,,2,2.5,,,26.4,0.012,2.5,5,2.5,2.5,2.5,2.5,6.92,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,01/23/2018,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.05,,,0.07,,0.02,0.05,,,,,0.05,0.13,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,11.2,15.4,0.01,,227,2.5,2.5,2.5,,18.71,2.74,0.005,0.005,1120,,0.015,0.01,0.001,41.7,15,,0.015,2.5,10,184,81.9,410000,5,2.5,0.04,,1.87,0.26,0.4,0.02,0.02,0.58,0.76,0.56,5,0.08,2.5,19.3,0.081,0.001,,0.09,8.7,9.7,0.1,0.01,0.01,,1,0.02,,12,,1,,2.05,29.4,127,700,,752,,,28.2,35.3,2,2.5,,2,2.5,,,29.3,0.01,2.5,5,2.5,2.5,2.5,2.5,8.24,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,03/27/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99,13.6,,,1410,,,,,,,,,5090,,,,,,16,,,,,,,32000,,,,,,,,,,0.55,0.72,,,,,,,,,,7.5,9.9,,0.013,,,1,,,,,2.7,,,186,,2760,,3340,,,25.9,26,,,,,,,,34.3,,,,,,,,6.76,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,05/16/2018,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.06,,0.02,0.05,,,,,0.05,0.076,0.02,,1,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,9.49,12.7,0.05,,440,,,,,12.6,,0.005,0.005,1930,,0.015,0.01,0.001,41.4,14,,0.015,,,228,81.9,7400,,1,0.04,,1.5,0.23,0.35,0.02,0.02,0.51,0.64,,,0.08,,30.3,0.099,0.001,,0.08,6.8,8.5,,0.01,0.01,,1,0.02,,21.1,,1.1,,1.5,63.6,294,972,,972,,,23.6,26.9,,,,1,,,,38.3,0.011,,,,,1,,7.11,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,07/10/2018,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.08,,0.02,0.05,,,,,0.07,0.72,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,7.31,14.8,0.01,,99.9,,,,,10.7,,0.005,0.005,593,,0.015,0.01,0.001,30.7,16,,0.015,,,116,81.9,35000,,10,0.05,,1.5,0.27,0.98,0.03,0.02,0.56,0.72,,,0.08,,9.57,0.098,0.001,,0.08,7.36,9.98,0.1,0.01,0.01,,1.9,0.03,,9.29,,1,,1.6,28,95.4,324,,386,,,20.3,19.5,,,,10,,,,50.7,0.02,,,,,10,,6.49,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,09/04/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,15.2,,,107,,,,,,,,,46200,,,,,,18,,,,,,,56000,,,,,,,,,,0.53,0.73,,,,,,,,,,5.75,6.54,0.1,0.01,,,1,,,,,1,,,21.3,,328,,340,,,21.1,22.6,,,,,,,,52.2,,,,,,,,7.34,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,11/22/2018,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.08,,0.02,0.05,,,,,0.05,0.13,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,8.97,12.4,0.01,,66.3,,,,,65.3,,0.005,0.005,488,,0.015,0.01,0.001,38.7,14,,0.015,,,124,81.9,84000,5,2.5,0.03,,1.5,0.3,0.42,0.02,0.02,0.5,0.63,,,0.08,,6.56,0.12,0.001,,0.06,5.41,6.52,0.1,0.01,0.01,,1,0.02,,6.42,,1,,0.98,24.3,32.4,282,,330,,,23.5,28.1,,,,2,,,,32.1,0.013,,5,,,2.5,,7.33,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,01/16/2019,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.05,10,,0.08,,0.02,0.05,,,,,0.05,0.088,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,11.5,0.01,,50,2.5,2,2.5,,15.04,2.73,0.005,0.005,423,,0.015,0.01,0.001,33.1,17,,0.015,2.5,10,104,81.9,760000,5,2.5,0.05,,1.8,0.32,0.38,0.02,0.03,0.47,0.72,0.46,5,0.08,2.5,5.22,0.12,0.0001,,0.08,5.06,5.86,0.1,0.01,0.01,,1.4,0.02,,6.67,,1,,1.42,6.81,27.9,232,,252,,,28.8,29.8,2,2.5,,2.34,2.5,,,37.6,0.01,2.5,5,2.5,2.5,2.5,2.5,6.58,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,03/27/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,230,,,,,,,,,1198,,,,,,13,,,,,,,630000,,,,,,,,,,0.5,0.95,0.76,,,,,,,,,7.66,8.44,,0.01,,,1,,,,,1,,,42.8,,604,,720,,,27.2,28.4,,,,,,,,38.4,,,,,,,,7.01,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,05/22/2019,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.03,0.05,,,,,0.23,3.22,0.02,,10,0.03,0.05,0.05,0.08,0.02,,,,,,0.1,,27.8,0.025,,145,,,,,10.69,,,,784,,0.09,0.01,0.001,49.6,21,,0.015,,,194,81.9,610000,,10,0.07,,9.89,0.53,3.65,0.1,0.02,0.49,1.13,,,0.08,,16.9,0.21,0.0001,,0.11,5.2,6.97,0.1,0.01,0.01,,5,0.11,,12.5,,1,,1.48,38,54,420,,652,,,21.5,26.2,,,,10,,,,221,0.14,,,,,10,,7.45,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,07/31/2019,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.06,,0.02,0.05,,,,,0.051,,0.02,,10,0.015,0.01,0.03,0.08,0.015,,,,,,,,23.7,,,172,,,,,20.85,,0.005,,894,,0.02,,,,20,,0.015,,,,81.9,640000,,10,0.04,,3.85,0.46,,0.03,0.02,0.42,,0.24,,0.08,,,,0.0001,,0.11,,,0.1,0.01,,,1.1,0.03,,,,1,,1.05,38,,488,,536,,,20.9,22.8,,,,17,,,,26.3,,,,,,10,,7.32,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,09/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,61.7,,,,,,,,,530,,,,,,13,,,,,,,530000,,,,,,,,,,0.42,0.67,0.14,,,,,,,,,6.32,7.03,0.1,0.01,,,1,,,,,1,,,26.9,,260,,320,,,21.5,22.3,,,,,,,,21.2,,,,,,,,3.99,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,11/13/2019,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.05,10,,0.05,,0.02,0.05,,,,,,,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,13.5,0.01,,63.5,2.5,,2.5,,6.09,14.6,0.005,0.005,545,,0.015,0.01,0.001,50.2,15,,0.015,2.5,10,160,81.9,470000,5,2.5,0.03,,1.5,0.4,0.91,0.02,0.02,0.4,0.72,0.24,5,0.08,2.5,8.32,0.2,0.0002,,0.05,6.42,7.17,0.1,0.01,0.01,,1,0.02,,7.52,,1,,1.14,29.3,37.9,284,,362,,,24.9,28.4,2,2.5,,2,2.5,,,14.6,0.055,2.5,5,2.5,2.5,2.5,2.5,7.1,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,03/10/2020,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.11,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,0.1,2.5,10,2.5,10,0.1,,12,0.01,,256,2.5,2,2.5,,7.5,3.53,0.005,0.005,1247,,0.015,0.01,0.001,42.8,14,74,0.015,2.5,10,184,68.69,18000,5,2.5,0.02,,1,0.32,0.52,0.02,0.02,0.46,0.67,0.44,5,0.08,2.5,18.8,0.12,0.0002,,0.04,6.25,6.66,0.1,0.014,0.01,,1.8,0.02,,8.97,,1,,1.14,50,462,636,,836,,,26,27.3,2,2.5,,2,2.5,,,28.6,0.017,2.5,5,2.5,2.5,2.5,2.5,7.22,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,05/26/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.051,0.15,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,9.6,0.01,,2590,2.5,2,2.5,,9.8,2.5,0.005,0.005,8570,,0.015,0.01,0.001,5.68,,,0.015,2.5,10,48.7,81.9,360000,5,2.5,0.02,,0.48,0.2,0.35,0.02,0.02,0.59,0.85,,5,0.08,2.5,8.38,0.15,0.0002,,0.07,7.42,8.86,,0.01,0.01,,1,0.02,,3.22,,4.79,,,367,1870,5030,,5380,,,20,25,2,2.5,,2,2.5,,,32,0.01,2.5,5,2.5,2.5,2.5,2.5,7.07,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,06/30/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.73,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.22,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,34.6,0.01,,531,2.5,2,2.5,,40.1,4.89,0.005,0.005,2235,,0.015,0.01,0.001,47.1,,,0.015,2.5,10,269,81.9,2200000,5,2.5,0.03,,4.19,0.27,0.66,0.02,0.02,0.52,1.81,0.56,5,0.08,2.5,36.8,0.11,0.0002,,0.03,15.1,18.5,0.1,0.01,0.01,,0.24,0.03,,23.3,,1.2,,,74.7,313,1180,,1290,,,19.1,15.6,2,2.5,,5.49,2.5,,,82.1,0.028,2.5,5,2.5,2.5,2.5,2.5,6.93,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,09/28/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.065,0.11,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,13.2,0.01,,83.7,2.5,2,2.5,,6.68,8.76,0.005,0.005,566,,0.015,0.01,0.001,43.2,,,0.015,2.5,10,142,81.9,630000,5,2.5,0.03,,1.5,0.28,0.53,0.02,0.02,0.55,0.99,0.43,5,0.08,2.5,8.27,0.076,0.0002,,0.12,8.53,11.1,0.1,0.032,0.012,,2.4,0.02,,8.69,,0.3,,,20.2,55.6,240,,320,,,26.8,27,2,2.5,,2,2.5,,,16.8,0.01,2.5,5,2.5,2.5,2.5,2.5,7.46,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,12/08/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.069,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,12.3,0.01,,148,2.5,2,2.5,,82.86,2.5,0.005,0.005,702,,0.015,0.01,0.001,45.7,,,0.015,2.5,10,159,81.9,740000,5,2.5,0.02,,8.82,0.18,0.47,0.02,0.02,0.42,0.74,0.35,5,0.08,2.5,11,0.11,0.0002,,0.05,6.05,7.51,0.1,0.012,0.01,,0.4,0.02,,7.81,,0.3,,0.98,29.1,72.3,370,,480,,,24.2,26,2,2.5,,2,2.5,,,15.3,0.01,2.5,5,2.5,2.5,2.5,2.5,7.15,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,03/24/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.03,0.05,,,,,0.1,0.2,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.03,,12.4,0.01,,78,2.5,2,2.5,,7.13,5.22,0.005,0.005,598,,0.015,0.05,0.001,42.7,,,0.015,2.5,10,142,81.9,940000,5,2.5,0.03,,0.48,0.27,0.75,0.03,0.02,0.44,0.85,0.22,5,0.08,2.5,8.54,0.14,0.0002,,0.09,6.86,8.8,0.1,0.01,0.02,,1,0.03,,9.04,,1,,1.5,25.1,47.6,342,,360,,,26,32,2,2.5,,2,2.5,,,25.1,0.1,2.5,5,2.5,2.5,2.5,2.5,6.97,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,06/02/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.1,0.12,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.04,,10.1,0.01,,281,2.5,2,2.5,,41.7,6.02,0.005,0.005,1300,,0.015,0.05,0.001,41.7,,,0.015,2.5,10,185,81.9,830000,5,2.5,0.02,,4.7,0.46,0.66,0.02,0.02,0.35,0.86,0.24,5,0.08,2.5,19.7,0.13,0.0002,,0.03,6.44,7.83,0.1,0.014,0.02,,1.8,0.02,,12.7,,1,,1.18,52.3,129,232,,332,,,21,20,2,2.5,,2,2.5,,,19.1,0.1,2.5,5,2.5,2.5,2.5,2.5,6.96,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,09/29/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.1,0.26,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.02,,6.7,0.01,,57.5,2.5,2,2.5,,8.46,4.25,0.005,0.005,402,,0.015,0.05,0.001,26.9,,,0.015,2.5,10,91.9,81.9,330000,5,2.5,0.02,,0.48,0.2,0.54,0.02,0.02,0.18,0.42,0.14,5,0.05,2.5,6.01,0.1,0.0002,,0.05,1.89,3.31,0.7,0.056,0.02,,4.3,0.02,,5.26,,1,,0.3,23.3,34.9,234,,276,,,19,18,2,2.5,,2,2.5,,,12.4,0.1,2.5,5,2.5,2.5,2.5,2.5,7.46,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,11/30/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.1,0.28,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.02,,22.6,0.01,,27.2,2.5,2,2.5,,16.57,3.11,0.005,0.005,294,,0.015,0.05,0.001,26.6,,,0.015,2.5,10,86.4,81.9,86000,5,2.5,0.02,,2.89,0.31,0.67,0.02,0.02,0.19,0.32,0.14,5,0.05,2.5,4.86,0.12,0.0002,,0.04,1.81,2.4,0.53,0.034,0.02,,1,0.02,,4.43,,1,,0.42,25.1,18.8,182,100,186,,,23,26,2,2.5,,2,2.5,,,7.27,0.1,2.5,5,2.5,2.5,2.5,2.5,6.83,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,03/07/2023,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.14,0.18,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.03,,10.4,0.01,,663,2.5,2,2.5,,20.5,6.53,0.005,0.006,2670,,0.015,0.05,0.001,51,,,0.015,2.5,10,312,54.54,660000,5,2.5,0.02,,1.5,0.76,0.53,0.02,0.02,0.39,0.71,0.23,5,0.05,2.5,45,0.14,0.0002,,0.08,5.52,6.7,0.1,0.01,0.02,,1.3,0.02,,22.8,,1.4,,0.93,99.1,357,1440,,1470,,,23,27,2,2.5,,2,2.5,,,17.6,0.1,2.5,5,2.5,2.5,2.5,2.5,7.24,2.5,2.5,2.5,10
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,06/14/2023,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.5,0.59,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.03,,11.6,,,494,2.5,2,2.5,,14,3.03,,,1910,,0.015,0.05,0.001,45.5,,,0.015,2.5,10,248,81.9,960000,5,2.5,0.02,,1.5,0.36,0.54,0.02,0.02,0.36,0.9,0.31,5,0.05,2.5,32.6,0.15,0.0002,,0.12,5.23,6.99,0.1,0.01,0.02,,1,0.02,,17.1,,1,,1.2,68.2,240,1120,,1180,,,21,20,2,2.5,,2,2.5,,,26.1,0.1,2.5,5,2.5,2.5,2.5,2.5,7.34,2.5,2.5,2.5,10
