Municipio,CodPonto,TipoRede,UGRHI,SEQID,SistHidrico,Coleta_Data,"1,1,1 - Tricloroetano","1,1,1,2 - Tetracloroetano","1,1,2 - Tricloroetano","1,1,2,2 - Tetracloroetano","1,1-Dicloro-1-Propeno","1,1-Dicloroetano","1,1-Dicloroeteno","1,2 Dicloroetano","1,2,3-Triclorobenzeno","1,2,3-Tricloropropano","1,2,4-Triclorobenzeno","1,2,4-Trimetilbenzeno","1,2-Dibromo-3-Cloropropano","1,2-Dibromoetano","1,2-Diclorobenzeno","1,2-Dicloropropano","1,3,5 Triclorobenzeno","1,3,5-Trimetilbenzeno","1,3-Diclorobenzeno","1,3-Dicloropropano","1,4-Diclorobenzeno",1-Cloro-2-Metilbenzeno,1-Cloro-4-Metilbenzeno,1-Metil-Naftaleno,"2,2-Dicloropropano",2-Clorotolueno,2-Metil-Naftaleno,4-Clorotolueno,Acenafteno,Acenaftileno,Alcalinidade Bicarbonato,Alcalinidade Carbonato,Alcalinidade Hidróxido,Alcalinidade Total,Alumínio Dissolvido,Alumínio Total,Antraceno,Arsênio Total,Benzeno,Benzo(a)antraceno,Benzo(a)pireno,Benzo(b)fluoranteno,"Benzo(g,h,i)perileno",Benzo(k)fluoranteno,Boro Total,Bromobenzeno,Bromoclorometano,Bromodiclorometano,Bromofórmio,Bário Total,Carbono Orgânico Dissolvido,Carbono Orgânico Total,Chumbo Total,Cilindrospermopsina,Cloreto Total,Cloreto de Metileno,Cloreto de vinila,Clorobenzeno,Cloroetano,Clorofila-a,Clorofórmio,Cobre Dissolvido,Cobre Total,Condutividade,Cor Verdadeira,Criseno,Crômio Total,Cádmio Total,Cálcio Total,"DBO (5, 20)",DQO,"Dibenzo(a,h)antraceno",Dibromoclorometano,Dibromometano,Dureza,Ens. Ecotoxic. c/ Vibrio fischeri,Escherichia coli**,Estireno,Etilbenzeno,Fenantreno,Fenóis Totais,Feofitina-a,Ferro Dissolvido,Ferro Total,Fluoranteno,Fluoreno,Fluoreto Total,Fósforo Total,Fósforo-Ortofosfato,Hexaclorobutadieno,"Indeno(1,2,3-cd)pireno",Isopropilbenzeno,Magnésio Total,Manganês Total,Mercúrio Total,Microcistinas,Naftaleno,Nitrogênio Amoniacal,Nitrogênio Kjeldahl,Nitrogênio-Nitrato,Nitrogênio-Nitrito,Níquel Total,Número de Células de Cianobactérias,Oxigênio Dissolvido,Pireno,Potencial de Formação de THM,Potássio,Profundidade da Coleta,Salinidade,Saxitoxina,Subst. Tensoat. reagem c/ Azul Metileno,Sulfato Total,Sódio,Sólido Dissolvido Total,Sólido Suspenso Total,Sólido Total,TA98 + S9,TA98 - S9,Temperatura da Água,Temperatura do Ar,Tetracloreto de Carbono,Tetracloroeteno,Tetracloroetileno,Tolueno,Tricloroeteno,Tricloroetileno,Triclorofluormetano,Turbidez,Zinco Total,"cis-1,2-Dicloroeteno","m,p-Xileno",n-Butilbenzeno,n-Propilbenzeno,o-Xileno,p-Isopropiltolueno,pH,sec-Butilbenzeno,terc-Butilbenzeno,"trans-1,2-Dicloroeteno",Óleos e Graxas
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,11/07/2018,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,,0.05,0.13,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,5.4,6.64,0.01,,3090,,,,,2.31,,0.005,0.005,66,,0.015,0.01,0.001,65,5,,0.015,,,1130,81.9,720,5,2.5,0.02,,1.5,0.13,0.26,0.02,0.02,0.5,0.16,,,0.08,,235,0.056,0.001,,0.03,1.23,1.95,,0.07,0.01,,2.9,0.02,,100,,5.72,,0.09,404,1620,5780,,6210,,,22.9,22.9,,,,2,,,,3.48,0.01,,5,,,2.5,,6.71,,,,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,01/30/2019,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.05,10,,0.05,,0.02,0.05,,,,,0.06,0.12,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,8.34,0.01,,2240,2.5,2,2.5,,3.74,2.5,0.005,0.005,8351,,0.015,0.01,0.001,43.3,5,,0.015,2.5,10,681,81.9,400,5,2.5,0.02,,0.75,0.23,0.36,0.02,0.02,0.5,0.19,,5,0.08,2.5,139,0.071,0.0001,,0.03,1.08,2.1,,0.03,0.01,,4.4,0.02,,59,,4.11,,0.18,344,1120,4250,,4540,,,31.1,42.7,2,2.5,,2,2.5,,,2.82,0.01,2.5,5,2.5,2.5,2.5,2.5,6.51,2.5,2.5,2.5,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,03/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.57,,,684,,,,,,,,,2392,,,,,,5,,,,,,,3000,,,,,,,,,,0.5,0.17,,,,,,,,,,1,1.93,,0.026,,,4.6,,,,,1.21,,,108,,1360,,1450,,,25.9,29.1,,,,,,,,32,,,,,,,,6.42,,,,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,05/08/2019,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,,0.05,0.13,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,,7.01,0.01,,1720,,,,,1.89,,0.005,0.005,5954,,0.015,0.01,0.001,35.1,5,,0.015,,,518,81.9,6600,,10,0.02,,2.3,0.16,0.3,0.02,0.02,0.5,0.084,,,0.08,,104,0.05,0.0001,,0.03,1,1.96,,0.01,0.01,,3.6,0.02,,45.4,,3.22,,0.15,251,1030,3280,,3550,,,24.4,22.9,,,,10,,,,7.19,0.038,,,,,10,,6.42,,,,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,07/17/2019,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,,0.05,0.097,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,,5.1,0.01,,7050,,,,,11.21,,0.005,0.005,20200,,0.015,0.01,0.001,153,5,,0.015,,,2670,81.9,520,,10,0.02,,2.07,0.05,0.12,0.02,0.02,0.5,0.13,,,0.08,,556,0.039,0.0001,,0.03,1,1,,0.062,0.01,,4.2,0.02,,181,,13.4,,0.31,966,4230,12300,,15800,,,20.1,19.6,,,,10,,,,3.58,0.01,,,,,10,,6.81,,,,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,09/18/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,,,7270,,,,,,,,,22331,,,,,,5,,,,,,,1000,,,,,,,,,,0.5,0.2,,,,,,,,,,1,1,,0.082,,,3.6,,,,,13.2,,,966,,11800,,15200,,,23.4,25.1,,,,,,,,8.15,,,,,,,,6.94,,,,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,11/06/2019,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.05,10,,0.05,,0.02,0.05,,,,,,,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,4.94,0.01,,11100,2.5,,2.5,,11.6,2.5,0.005,0.005,31807,,0.015,0.01,0.001,249,5,,0.015,2.5,10,3730,81.9,1620,5,2.5,0.02,,2.29,0.05,0.094,0.02,0.02,0.61,0.17,,5,0.08,2.5,755,0.042,0.0002,,0.03,1,1,,0.029,0.01,,5.3,0.02,,281,,18.7,,0.1,1520,935,17600,,20000,,,26.8,28.5,2,2.5,,2,2.5,,,4.27,0.01,2.5,5,2.5,2.5,2.5,2.5,7.27,2.5,2.5,2.5,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,06/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,0.1,,4.54,0.01,,7110,,,,,4.8,,,0.005,25997,,,0.01,0.001,180,,,,,,2740,,580,,,,,1.6,,0.29,,,0.5,0.17,,,,,556,0.061,0.0002,,,1.16,1.36,,0.092,0.01,,2.3,,,198,,15.9,,,981,4080,16300,,17800,,,22.4,22.8,,,,,,,,3.94,0.01,,,,,,,6.84,,,,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,08/25/2020,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,,0.05,0.13,0.02,,,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,,8.52,0.01,,1720,,,,,1,,0.005,0.005,5874,,0.015,0.01,0.001,33.6,,,0.015,,,780,,940,,,0.02,,1.6,0.065,0.14,0.02,0.02,0.5,0.067,,,0.08,,169,0.013,0.0002,,0.03,1,1,,0.031,0.01,,5.9,0.02,,50.3,,3.2,,,236,1240,2830,,3910,,,18.9,23,,,,,,,,4.74,0.01,,,,,,,6.95,,,,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,12/01/2020,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.05,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.46,,5.19,0.01,,9830,2.5,2,2.5,,15,2.5,0.005,0.005,28630,,0.015,0.01,0.001,205,,,0.015,2.5,10,3700,81.9,420,5,2.5,0.02,,8.5,0.05,0.05,0.02,0.02,0.5,0.11,,5,0.08,2.5,775,0.035,0.0002,,0.03,1,1,,0.04,0.01,,4.6,0.02,,286,,14.1,,,1340,8100,15000,,19900,,,28,27,2,2.5,,2,2.5,,,7.87,0.44,2.5,5,2.5,2.5,2.5,2.5,7.41,2.5,2.5,2.5,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,05/11/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.13,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,5.4,0.01,,5200,2.5,2,2.5,,2.08,2.5,0.005,0.005,16100,,0.015,0.01,0.001,132,,,0.015,2.5,10,1870,81.9,700,5,2.5,0.02,,0.48,0.088,0.2,0.02,0.02,0.5,0.16,0.1,5,0.08,2.5,375,0.04,0.0002,,0.03,1,1.23,15.4,0.044,0.01,,3.4,0.02,,149,,9.45,,,674,3160,7640,,10000,,,23,28,2,2.5,,2,2.5,,,4.77,0.013,2.5,5,2.5,2.5,2.5,2.5,6.85,2.5,2.5,2.5,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,07/13/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.055,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,4.5,0.01,,8270,2.5,2,2.5,,3.21,2.5,0.005,0.005,24410,,0.015,0.01,0.001,178,,,0.015,2.5,10,2770,81.9,920,5,2.5,0.02,,0.91,0.05,0.11,0.02,0.02,0.88,0.2,,5,0.08,2.5,565,0.041,0.0002,,0.03,1,2.43,,0.096,0.01,,2.4,0.02,,216,,14.9,,,1170,4220,13700,,16900,,,21.6,26,2,2.5,,2,2.5,,,3.16,0.01,2.5,5,2.5,2.5,2.5,2.5,6.88,2.5,2.5,2.5,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,09/29/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.12,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,5.4,0.01,,7980,2.5,2,2.5,,4.93,2.5,0.005,0.005,24090,,0.015,0.01,0.001,190,,,0.015,2.5,10,2930,81.9,316,5,2.5,0.02,,0.82,0.067,0.15,0.02,0.02,0.73,0.2,,5,0.08,2.5,597,0.054,0.0002,,0.03,1.47,1.59,,0.074,0.01,,5.3,0.02,,216,,14.6,,,1050,5040,15100,,16800,,,25.9,29,2,2.5,,2,2.5,,,3.66,0.01,2.5,5,2.5,2.5,2.5,2.5,7.04,2.5,2.5,2.5,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,12/01/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.15,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,4.18,0.01,,14400,2.5,2,2.5,,24.59,2.5,0.005,0.005,36750,,0.015,0.01,0.001,367,,,0.015,2.5,10,5750,81.9,380,5,2.5,0.02,,12.46,0.05,0.27,0.02,0.02,0.68,0.17,,5,0.08,2.5,1170,0.032,0.0002,,0.03,1,1,,0.028,0.01,,2.7,0.02,,332,,23.2,,0.08,1850,8470,20000,,20000,,,23.2,28.5,2,2.5,,2,2.5,,,12.1,0.01,2.5,5,2.5,2.5,2.5,2.5,7.85,2.5,2.5,2.5,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,03/10/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.1,0.1,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.02,,5.73,0.01,,8080,2.5,2,2.5,,19.25,2.5,0.005,0.005,24000,,0.015,0.05,0.001,145,,,0.015,2.5,10,2367,81.9,6700,5,2.5,0.02,,4.7,0.2,0.2,0.02,0.02,0.6,0.26,,5,0.08,2.5,487,0.1,0.0002,,0.03,1,2.57,,0.049,0.02,,3.9,0.02,,189,,14.5,,0.7,1060,2627,13400,,17500,,,29,34,2,2.5,,2,2.5,,,4.23,0.1,2.5,5,2.5,2.5,2.5,2.5,6.95,2.5,2.5,2.5,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,06/30/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.1,0.31,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.02,,4.24,0.01,,6270,2.5,2,2.5,,0.87,2.5,0.005,0.005,22000,,0.015,0.05,0.001,128,,,0.015,2.5,10,1988,81.9,640,5,2.5,0.02,,0.55,0.2,0.2,0.02,0.02,0.5,0.2,,5,0.08,2.5,405,0.1,0.0002,,0.03,1,1.62,,0.09,0.02,,2.6,0.02,,158,,13.3,,0.08,924,2458,11500,,13600,,,20,20,2,2.5,,2,2.5,,,3.19,0.1,2.5,5,2.5,2.5,2.5,2.5,6.75,2.5,2.5,2.5,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,09/22/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.1,0.77,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.03,,7.2,0.01,,10300,2.5,2,2.5,,5.88,2.5,0.005,0.005,31000,,0.015,0.05,0.001,204,,,0.015,2.5,10,3120,81.9,260,5,2.5,0.02,,3.1,0.2,0.45,0.02,0.02,0.6,0.15,,5,0.05,2.5,634,0.1,0.0002,,0.03,1,1.37,,0.091,0.02,,3.9,0.02,,264,,19.3,,0.08,1450,4209,100,100,100,,,21,20,2,2.5,,2,2.5,,,10.2,0.1,2.5,5,2.5,2.5,2.5,2.5,7.02,2.5,2.5,2.5,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,12/07/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.39,0.45,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.02,,10.5,0.01,,7180,2.5,2,2.5,,3.29,2.5,0.005,0.005,15700,,0.015,0.05,0.001,79.3,,,0.015,2.5,10,1178,81.9,1600,5,2.5,0.02,,2.28,0.2,0.3,0.02,0.02,0.5,0.26,,5,0.05,2.5,238,0.1,0.0002,,0.03,1,1.45,,0.033,0.02,,1.8,0.02,,106,,9.1,,0.14,604,1745,100,100,100,,,25,25,2,2.5,,2,2.5,,,4.07,0.1,2.5,5,2.5,2.5,2.5,2.5,6.75,2.5,2.5,2.5,
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,03/22/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,0.02,,6.6,0.01,,6930,,,,,3.88,,0.005,0.005,21700,,,0.05,0.001,138,,,,,,2091,,620,,,,,1.5,0.2,0.21,,,,0.11,,,,,424,0.1,0.0002,,,1,1,,,0.02,,4.1,,,180,,13.1,,0.08,971,2561,12300,,13800,,,24,36,,,,,,,,2.05,0.1,,,,,,,6.85,,,,10
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,06/28/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.47,,,,,,,,,,,,,,0.02,,5,0.01,,13300,,,,,5.4,,0.005,0.005,37700,,,0.05,0.001,249,,,,,,3801,81.9,132,,,,,1.5,0.2,0.2,,,,0.42,,,,,772,0.1,0.0002,,,1,1.16,,,0.02,,3.8,,,362,,24,,0.08,1780,5196,20000,,20000,,,23,28,,,,,,,,2.14,0.11,,,,,,,7.44,,,,10
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,09/27/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.62,,,,,,,,,,,,,,0.02,,25,0.01,,11000,,,,,4.36,,0.04,0.04,32300,,,0.05,,221,,,,,,3373,81.9,304,,,,,2.64,0.32,0.68,,,,0.02,,,,,685,0.1,0.0002,,,1,1,,,0.02,,3.3,,,299,,20.1,,0.08,1500,3937,20000,,20000,,,25,27,,,,,,,,6.83,0.1,,,,,,,7.84,,,,10
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,12/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.52,,,,,,,,,,,,,,0.02,,,0.01,,2420,,,,,2.1,,0.005,0.005,10400,,,0.05,0.001,47.1,5,,,,,678,81.9,4800,,,,,1.73,0.2,0.4,,,,0.13,,,,,136,0.1,0.0002,,,1,1.23,,,0.02,,1.7,,,52.2,,5.9,,0.08,291,1094,4240,,4560,,,24,26,,,,,,,,5.99,0.1,,,,,,,6.59,,,,10
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,03/20/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,,,,,,0.03,,5.4,0.01,,6940,,,,,4.54,,,,23000,,,0.05,0.001,123,,,,,,2016,81.9,6700,,,,,1.5,0.2,0.24,,,,0.28,,,,,415,0.1,0.0002,,,1,1.41,,,0.02,,3.8,,,153,,13.8,,0.08,989,2903,13000,,14900,,,28,33,,,,,,,,2.11,0.1,,,,,,,6.79,,,,10
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,05/22/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.61,,,,,,,,,,,,,,0.02,,5.6,0.01,,5100,,,,,1.5,,,,22600,,,0.05,0.001,121,,,,,,1813,81.9,1380,,,,,1.5,0.2,0.28,,,,0.18,,,,,367,0.1,0.0001,,,1,3.91,,,0.02,,2,,,151,,13.3,,0.08,732,2669,11300,,12900,,,24,30,,,,,,,,4.37,0.1,,,,,,,6.8,,,,10
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,09/04/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.27,,,,,,,,,,,,,,0.02,,3.98,0.01,,5540,,,,,1.72,,0.005,0.005,26600,,,0.05,0.001,98,,,,,,1497,81.9,2100,,,,,1.5,0.2,0.2,,,,0.15,,,,,304,0.1,0.0001,,,1,1,11.7,,0.02,,3.2,,,137,,16.3,,0.08,693,1813,9980,,10600,,,20,23,,,,,,,,4.57,0.1,,,,,,,6.99,,,,10
SÃO VICENTE,ANCO02900,Rede Básica,07 - BAIXADA SANTISTA,572,Rio Branco - ANCO,12/04/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.77,,,,,,,,,,,,,,0.03,,6.78,,,3650,,,,,6.91,,0.005,0.005,11600,,,0.05,,64.2,,,,,,955,81.9,7700,,,,,3.39,0.2,0.43,,,,0.21,,,,,193,0.1,0.0002,,,1,1,,,0.02,,2.9,,,80.2,,6.64,,0.12,413,1392,5740,,6520,,,23,28,,,,,,,,11.3,0.1,,,,,,,6.76,,,,10
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,01/12/2016,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,0.02,,,,,,0.061,0.207,0.02,,2.5,0.02,0.01,0.02,0.08,0.01,,2.5,10,2.5,10,0.1,,11,0.01,,99.5,2.5,2.5,2.5,,6.95,2.5,0.005,0.005,660,,0.02,0.01,0.005,,8,,0.03,2.5,10,,12.89,800000,5,2.5,0.03,,0.48,0.45,0.92,0.02,0.02,,0.052,,5,0.08,2.5,,0.292,0.0002,,0.06,4.4,5.4,0.2,0.01,0.01,,1,0.02,,8.36,,1,,0.76,,58,412,,460,,,26.4,27.1,2,2.5,,2.69,2.5,,,30.5,0.01,2.5,5,2.5,2.5,2.5,2.5,6.9,2.5,2.5,2.5,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,03/01/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,,,16.2,,,,,,,,,394,,,,,,5,,,,,,,1010000,,,,,,,,,,,0.034,,,,,,,,,,2.1,2.4,0.2,0.069,,,1,,,,,1,,,,,278,,312,,,25.2,23.5,,,,,,,,11.6,,,,,,,,7.25,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,05/03/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,0.051,0.117,0.02,,10,0.02,0.01,0.02,0.08,0.01,,,,,,0.1,,15.4,0.01,,1630,,,,,61.78,,0.005,0.005,5740,,0.02,0.01,0.005,,21,,0.03,,,,22.48,430000,,10,0.03,,2.26,0.179,0.498,0.02,0.02,,0.906,,,0.08,,,0.233,0.0002,,0.1,8.8,9.2,0.2,0.01,0.01,,1,0.02,,4.02,,3.1,,1.25,,317,3490,,3720,,,22.2,22,,,,10,,,,25.8,0.01,,,,,10,,7.07,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,07/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,0.051,0.162,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,,13.2,0.01,,136,,,,,25.13,,0.005,0.005,828,,0.015,0.01,0.005,,18,,0.015,,,,53.11,350000,,10,0.03,,2.19,0.05,0.538,0.02,0.02,,0.64,,,0.08,,,0.1,0.0002,,0.13,10.8,12.5,0.2,0.01,0.01,,1,0.02,,10.4,,1,,1.7,,78.6,418,,440,,,20.8,18.3,,,,10,,,,25.6,0.024,,,,,10,,7.28,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,09/13/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,174,,,,,,,,,996,,,,,,24,,,,,,,540000,,,,,,,,,,,1.09,,,,,,,,,,10.1,11.7,0.2,0.01,,,1,,,,,1,,,,,510,,950,,,24.6,30.1,,,,,,,,49.7,,,,,,,,7,,,,
SÃO VICENTE,CATA23850,Rede Básica,07 - BAIXADA SANTISTA,2530,Rio Catarina Moraes - CATA,11/08/2016,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,0.02,,,,,,0.11,0.12,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,16.2,0.01,,297,2.5,2.5,2.5,,15.15,3.72,0.005,0.005,1280,,0.015,0.01,0.005,,20,,0.015,2.5,10,,81.9,690000,5,2.5,0.04,,3.56,0.34,0.43,0.02,0.02,,1.14,,5,0.08,2.5,,0.15,0.0002,,0.08,9.8,10.9,0.2,0.01,0.01,,1,0.02,,13.3,,1,,0.82,,165,736,,854,,,26.4,29,2,2.5,,2,2.5,,,51.8,0.016,2.5,5,2.5,2.5,2.5,2.5,6.25,2.5,2.5,2.5,
